Name,FIGHTS,STR_F_TOT,TSAC_F_TOT,TD_F_TOT,TDAC_F_TOT,KD_F_TOT,PASS_F_TOT,REV_F_TOT,SUB_F_TOT,SIG_STR_F_TOT,SIG_ACC_F_TOT,SIG_HEAD_F_TOT,SIG_HEAD_ACC_F_TOT,SIG_BODY_F_TOT,SIG_BODY_ACC_F_TOT,SIG_LEG_F_TOT,SIG_LEG_ACC_F_TOT,STR_O_TOT,TSAC_O_TOT,TD_O_TOT,TDAC_O_TOT,KD_O_TOT,PASS_O_TOT,REV_O_TOT,SUB_O_TOT,SIG_STR_O_TOT,SIG_ACC_O_TOT,SIG_HEAD_O_TOT,SIG_HEAD_ACC_O_TOT,SIG_BODY_O_TOT,SIG_BODY_ACC_O_TOT,SIG_LEG_O_TOT,SIG_LEG_ACC_O_TOT,STR_F_FIGHT,TSAC_F_FIGHT,TD_F_FIGHT,TDAC_F_FIGHT,KD_F_FIGHT,PASS_F_FIGHT,REV_F_FIGHT,SUB_F_FIGHT,SIG_STR_F_FIGHT,SIG_ACC_F_FIGHT,SIG_HEAD_F_FIGHT,SIG_HEAD_ACC_F_FIGHT,SIG_BODY_F_FIGHT,SIG_BODY_ACC_F_FIGHT,SIG_LEG_F_FIGHT,SIG_LEG_ACC_F_FIGHT,STR_O_FIGHT,TSAC_O_FIGHT,TD_O_FIGHT,TDAC_O_FIGHT,KD_O_FIGHT,PASS_O_FIGHT,REV_O_FIGHT,SUB_O_FIGHT,SIG_STR_O_FIGHT,SIG_ACC_O_FIGHT,SIG_HEAD_O_FIGHT,SIG_HEAD_ACC_O_FIGHT,SIG_BODY_O_FIGHT,SIG_BODY_ACC_O_FIGHT,SIG_LEG_O_FIGHT,SIG_LEG_ACC_O_FIGHT,ROUNDS,STR_F_ROUND,TSAC_F_ROUND,TD_F_ROUND,TDAC_F_ROUND,KD_F_ROUND,PASS_F_ROUND,REV_F_ROUND,SUB_F_ROUND,SIG_STR_F_ROUND,SIG_ACC_F_ROUND,SIG_HEAD_F_ROUND,SIG_HEAD_ACC_F_ROUND,SIG_BODY_F_ROUND,SIG_BODY_ACC_F_ROUND,SIG_LEG_F_ROUND,SIG_LEG_ACC_F_ROUND,STR_O_ROUND,TSAC_O_ROUND,TD_O_ROUND,TDAC_O_ROUND,KD_O_ROUND,PASS_O_ROUND,REV_O_ROUND,SUB_O_ROUND,SIG_STR_O_ROUND,SIG_ACC_O_ROUND,SIG_HEAD_O_ROUND,SIG_HEAD_ACC_O_ROUND,SIG_BODY_O_ROUND,SIG_BODY_ACC_O_ROUND,SIG_LEG_O_ROUND,SIG_LEG_ACC_O_ROUND,MINS,STR_F_MIN,TSAC_F_MIN,TD_F_MIN,TDAC_F_MIN,KD_F_MIN,PASS_F_MIN,REV_F_MIN,SUB_F_MIN,SIG_STR_F_MIN,SIG_ACC_F_MIN,SIG_HEAD_F_MIN,SIG_HEAD_ACC_F_MIN,SIG_BODY_F_MIN,SIG_BODY_ACC_F_MIN,SIG_LEG_F_MIN,SIG_LEG_ACC_F_MIN,STR_O_MIN,TSAC_O_MIN,TD_O_MIN,TDAC_O_MIN,KD_O_MIN,PASS_O_MIN,REV_O_MIN,SUB_O_MIN,SIG_STR_O_MIN,SIG_ACC_O_MIN,SIG_HEAD_O_MIN,SIG_HEAD_ACC_O_MIN,SIG_BODY_O_MIN,SIG_BODY_ACC_O_MIN,SIG_LEG_O_MIN,SIG_LEG_ACC_O_MIN
Gadzhimurad Antigulov,3,23,60.5%,5,50.0%,0,2,0,2,14,53.8%,9,42.9%,3,100.0%,2,100.0%,52,81.3%,0,-,0,0,1,0,43,78.2%,30,75.0%,13,86.7%,0,-,7.667000000000001,60.5%,1.67,50.0%,0.0,0.667,0.0,0.667,4.667,53.8%,3.0,42.9%,1.0,100.0%,0.667,100.0%,17.333,81.3%,0.0,-,0.0,0.0,0.33299999999999996,0.0,14.333,78.2%,10.0,75.0%,4.333,86.7%,0.0,-,3,7.667000000000001,60.5%,1.67,50.0%,0.0,0.667,0.0,0.667,4.667,53.8%,3.0,42.9%,1.0,100.0%,0.667,100.0%,17.333,81.3%,0.0,-,0.0,0.0,0.33299999999999996,0.0,14.333,78.2%,10.0,75.0%,4.333,86.7%,0.0,-,7,3.286,60.5%,0.71,50.0%,0.0,0.28600000000000003,0.0,0.28600000000000003,2.0,53.8%,1.1420000000000001,42.9%,0.429,100.0%,0.28600000000000003,100.0%,6.5,81.3%,0.0,-,0.0,0.0,0.125,0.0,5.375,78.2%,3.75,75.0%,1.625,86.7%,0.0,-
Shinsho Anzai,5,193,65.9%,4,16.0%,0,4,0,0,106,58.2%,74,54.4%,23,76.7%,9,56.3%,224,57.0%,1,25.0%,2,7,2,2,178,52.0%,131,46.1%,28,71.8%,19,100.0%,38.6,65.9%,0.8,16.0%,0.0,0.8,0.0,0.0,21.2,58.2%,14.8,54.4%,4.6,76.7%,1.8,56.3%,44.8,57.0%,0.2,25.0%,0.4,1.4,0.4,0.8,35.6,52.0%,26.2,46.1%,5.6,71.8%,3.8,100.0%,11,17.545,65.9%,0.36,16.0%,0.0,0.364,0.0,0.0,9.636000000000001,58.2%,6.727,54.4%,2.0909999999999997,76.7%,0.818,56.3%,20.364,57.0%,0.09,25.0%,0.182,0.636,0.182,0.364,16.182000000000002,52.0%,11.909,46.1%,2.545,71.8%,1.7269999999999999,100.0%,47,4.106,65.9%,0.09,16.0%,0.0,0.085,0.0,0.0,2.255,58.2%,1.55,54.4%,0.489,76.7%,0.191,56.3%,4.667,57.0%,0.02,25.0%,0.042,0.146,0.042,0.083,3.708,52.0%,2.7289999999999996,46.1%,0.583,71.8%,0.396,100.0%
Felipe Arantes,13,475,52.3%,9,47.4%,1,9,7,2,342,45.1%,219,36.9%,61,62.9%,62,83.8%,776,49.6%,25,59.5%,5,39,5,0,396,36.1%,232,29.4%,120,65.2%,44,75.9%,36.538000000000004,52.3%,0.69,47.4%,0.077,0.6920000000000001,0.5379999999999999,0.5379999999999999,26.308000000000003,45.1%,16.846,36.9%,4.692,62.9%,4.769,83.8%,59.692,49.6%,1.92,59.5%,0.385,3.0,0.385,0.154,30.462,36.1%,17.846,29.4%,9.231,65.2%,3.385,75.9%,31,15.323,52.3%,0.29,47.4%,0.032,0.29,0.226,0.226,11.032,45.1%,7.065,36.9%,1.9680000000000002,62.9%,2.0,83.8%,25.031999999999996,49.6%,0.81,59.5%,0.161,1.258,0.161,0.065,12.774000000000001,36.1%,7.484,29.4%,3.8710000000000004,65.2%,1.419,75.9%,146,3.253,52.3%,0.06,47.4%,0.006999999999999999,0.062,0.048,0.048,2.342,45.1%,1.4969999999999999,36.9%,0.418,62.9%,0.425,83.8%,5.315,49.6%,0.17,59.5%,0.034,0.267,0.034,0.013999999999999999,2.7119999999999997,36.1%,1.589,29.4%,0.8220000000000001,65.2%,0.301,75.9%
Julio Arce,4,286,41.3%,1,16.7%,0,2,0,1,223,36.0%,167,31.5%,48,60.8%,8,72.7%,130,32.9%,1,6.3%,2,0,0,0,124,32.2%,57,21.2%,20,45.5%,47,65.3%,71.5,41.3%,0.25,16.7%,0.0,0.5,0.0,0.75,55.75,36.0%,41.75,31.5%,12.0,60.8%,2.0,72.7%,32.5,32.9%,0.25,6.3%,0.5,0.0,0.0,0.0,31.0,32.2%,14.25,21.2%,5.0,45.5%,11.75,65.3%,11,26.0,41.3%,0.09,16.7%,0.0,0.182,0.0,0.273,20.273,36.0%,15.182,31.5%,4.364,60.8%,0.727,72.7%,11.818,32.9%,0.09,6.3%,0.182,0.0,0.0,0.0,11.273,32.2%,5.182,21.2%,1.818,45.5%,4.273,65.3%,50,5.72,41.3%,0.02,16.7%,0.0,0.04,0.0,0.06,4.46,36.0%,3.303,31.5%,0.96,60.8%,0.16,72.7%,2.549,32.9%,0.02,6.3%,0.039,0.0,0.0,0.0,2.431,32.2%,1.1179999999999999,21.2%,0.392,45.5%,0.922,65.3%
Andrei Arlovski,28,953,48.1%,9,37.5%,10,6,1,2,705,41.5%,407,31.7%,117,69.6%,181,73.6%,949,52.6%,12,19.4%,7,21,3,1,601,43.0%,411,35.7%,94,70.1%,96,85.7%,34.036,48.1%,0.32,37.5%,0.35700000000000004,0.214,0.036000000000000004,0.179,25.179000000000002,41.5%,14.536,31.7%,4.178999999999999,69.6%,6.4639999999999995,73.6%,33.893,52.6%,0.43,19.4%,0.25,0.75,0.107,0.14300000000000002,21.464000000000002,43.0%,14.679,35.7%,3.3569999999999998,70.1%,3.429,85.7%,56,17.018,48.1%,0.16,37.5%,0.179,0.107,0.018000000000000002,0.08900000000000001,12.589,41.5%,7.268,31.7%,2.089,69.6%,3.2319999999999998,73.6%,16.945999999999998,52.6%,0.21,19.4%,0.125,0.375,0.054000000000000006,0.071,10.732000000000001,43.0%,7.3389999999999995,35.7%,1.679,70.1%,1.714,85.7%,228,4.18,48.1%,0.04,37.5%,0.044000000000000004,0.026000000000000002,0.004,0.022000000000000002,3.092,41.5%,1.7830000000000001,31.7%,0.513,69.6%,0.794,73.6%,4.162,52.6%,0.05,19.4%,0.031,0.092,0.013000000000000001,0.018000000000000002,2.636,43.0%,1.8030000000000002,35.7%,0.41200000000000003,70.1%,0.42100000000000004,85.7%
Cyril Asker,5,148,54.2%,5,62.5%,0,5,0,1,57,39.0%,51,37.5%,6,60.0%,0,-,128,68.8%,0,0.0%,2,1,0,0,99,64.3%,70,58.3%,22,84.6%,7,87.5%,29.6,54.2%,1.0,62.5%,0.0,1.0,0.0,0.2,11.4,39.0%,10.2,37.5%,1.2,60.0%,0.0,-,25.6,68.8%,0.0,0.0%,0.4,0.2,0.0,0.2,19.8,64.3%,14.0,58.3%,4.4,84.6%,1.4,87.5%,6,24.666999999999998,54.2%,0.83,62.5%,0.0,0.833,0.0,0.16699999999999998,9.5,39.0%,8.5,37.5%,1.0,60.0%,0.0,-,21.333000000000002,68.8%,0.0,0.0%,0.33299999999999996,0.16699999999999998,0.0,0.16699999999999998,16.5,64.3%,11.667,58.3%,3.667,84.6%,1.167,87.5%,17,8.706,54.2%,0.29,62.5%,0.0,0.294,0.0,0.059000000000000004,3.353,39.0%,3.0,37.5%,0.353,60.0%,0.0,-,7.529,68.8%,0.0,0.0%,0.11800000000000001,0.059000000000000004,0.0,0.059000000000000004,5.824,64.3%,4.118,58.3%,1.294,84.6%,0.41200000000000003,87.5%
Raphael Assuncao,14,742,45.9%,13,33.3%,2,11,0,1,613,41.4%,341,40.5%,87,60.0%,185,77.7%,445,31.4%,6,18.8%,1,2,0,0,396,29.1%,172,19.6%,96,57.8%,128,70.7%,53.0,45.9%,0.93,33.3%,0.14300000000000002,0.7859999999999999,0.0,0.14300000000000002,43.786,41.4%,24.357,40.5%,6.2139999999999995,60.0%,13.214,77.7%,31.785999999999998,31.4%,0.43,18.8%,0.071,0.14300000000000002,0.0,0.35700000000000004,28.285999999999998,29.1%,12.286,19.6%,6.857,57.8%,9.142999999999999,70.7%,35,21.2,45.9%,0.37,33.3%,0.057,0.314,0.0,0.057,17.514,41.4%,9.743,40.5%,2.4859999999999998,60.0%,5.2860000000000005,77.7%,12.714,31.4%,0.17,18.8%,0.028999999999999998,0.057,0.0,0.14300000000000002,11.314,29.1%,4.914,19.6%,2.7430000000000003,57.8%,3.657,70.7%,161,4.609,45.9%,0.08,33.3%,0.012,0.068,0.0,0.012,3.807,41.4%,2.11,40.5%,0.54,60.0%,1.149,77.7%,2.747,31.4%,0.04,18.8%,0.006,0.012,0.0,0.031,2.444,29.1%,1.062,19.6%,0.593,57.8%,0.79,70.7%
Olivier Aubin-Mercier,11,546,61.1%,23,35.4%,2,25,1,4,340,51.8%,234,44.7%,70,73.7%,36,92.3%,668,56.1%,8,34.8%,2,14,4,0,364,42.9%,224,34.4%,87,66.9%,53,79.1%,49.636,61.1%,2.09,35.4%,0.182,2.273,0.091,0.455,30.909000000000002,51.8%,21.273000000000003,44.7%,6.364,73.7%,3.273,92.3%,60.727,56.1%,0.73,34.8%,0.182,1.273,0.364,0.091,33.091,42.9%,20.364,34.4%,7.909,66.9%,4.8180000000000005,79.1%,29,18.828,61.1%,0.79,35.4%,0.069,0.862,0.034,0.172,11.724,51.8%,8.068999999999999,44.7%,2.414,73.7%,1.2409999999999999,92.3%,23.034000000000002,56.1%,0.28,34.8%,0.069,0.483,0.138,0.034,12.552,42.9%,7.724,34.4%,3.0,66.9%,1.828,79.1%,131,4.168,61.1%,0.18,35.4%,0.015,0.191,0.008,0.038,2.595,51.8%,1.7830000000000001,44.7%,0.534,73.7%,0.275,92.3%,5.099,56.1%,0.06,34.8%,0.015,0.107,0.031,0.008,2.779,42.9%,1.71,34.4%,0.664,66.9%,0.405,79.1%
Jessin Ayari,3,177,40.2%,0,0.0%,0,0,0,0,161,38.2%,118,32.7%,20,58.8%,23,85.2%,108,43.9%,2,66.7%,1,0,0,0,106,43.6%,50,29.1%,8,61.5%,48,82.8%,59.0,40.2%,0.0,0.0%,0.0,0.0,0.0,0.33299999999999996,53.667,38.2%,39.333,32.7%,6.667000000000001,58.8%,7.667000000000001,85.2%,36.0,43.9%,0.67,66.7%,0.33299999999999996,0.0,0.0,0.0,35.333,43.6%,16.667,29.1%,2.667,61.5%,16.0,82.8%,9,19.667,40.2%,0.0,0.0%,0.0,0.0,0.0,0.111,17.889,38.2%,13.110999999999999,32.7%,2.222,58.8%,2.556,85.2%,12.0,43.9%,0.22,66.7%,0.111,0.0,0.0,0.0,11.777999999999999,43.6%,5.556,29.1%,0.889,61.5%,5.332999999999999,82.8%,45,3.9330000000000003,40.2%,0.0,0.0%,0.0,0.0,0.0,0.022000000000000002,3.5780000000000003,38.2%,2.622,32.7%,0.444,58.8%,0.511,85.2%,2.4,43.9%,0.04,66.7%,0.022000000000000002,0.0,0.0,0.0,2.356,43.6%,1.111,29.1%,0.17800000000000002,61.5%,1.067,82.8%
Abu Azaitar,2,135,59.7%,1,100.0%,0,2,1,0,48,37.5%,33,30.3%,11,73.3%,4,100.0%,107,61.8%,3,75.0%,3,6,1,0,62,49.2%,46,43.4%,10,76.9%,6,85.7%,67.5,59.7%,0.5,100.0%,0.0,1.0,0.5,0.0,24.0,37.5%,16.5,30.3%,5.5,73.3%,2.0,100.0%,53.5,61.8%,1.5,75.0%,1.5,3.0,0.5,1.0,31.0,49.2%,23.0,43.4%,5.0,76.9%,3.0,85.7%,5,27.0,59.7%,0.2,100.0%,0.0,0.4,0.2,0.0,9.6,37.5%,6.6,30.3%,2.2,73.3%,0.8,100.0%,21.4,61.8%,0.6,75.0%,0.6,1.2,0.2,0.4,12.4,49.2%,9.2,43.4%,2.0,76.9%,1.2,85.7%,23,5.87,59.7%,0.04,100.0%,0.0,0.087,0.043,0.0,2.0869999999999997,37.5%,1.4240000000000002,30.3%,0.478,73.3%,0.174,100.0%,4.652,61.8%,0.13,75.0%,0.13,0.261,0.043,0.087,2.696,49.2%,2.0,43.4%,0.435,76.9%,0.261,85.7%
Siyar Bahadurzada,8,386,62.1%,5,83.3%,5,4,1,1,212,49.2%,151,49.5%,48,78.7%,13,65.0%,512,63.8%,8,32.0%,1,15,1,0,224,45.3%,151,40.5%,40,67.8%,33,82.5%,48.25,62.1%,0.63,83.3%,0.625,0.5,0.125,0.25,26.5,49.2%,18.875,49.5%,6.0,78.7%,1.625,65.0%,64.0,63.8%,1.0,32.0%,0.125,1.875,0.125,0.125,28.0,45.3%,18.875,40.5%,5.0,67.8%,4.125,82.5%,17,22.706,62.1%,0.29,83.3%,0.294,0.235,0.059000000000000004,0.11800000000000001,12.470999999999998,49.2%,8.882,49.5%,2.824,78.7%,0.765,65.0%,30.118000000000002,63.8%,0.47,32.0%,0.059000000000000004,0.882,0.059000000000000004,0.059000000000000004,13.175999999999998,45.3%,8.882,40.5%,2.353,67.8%,1.9409999999999998,82.5%,75,5.147,62.1%,0.07,83.3%,0.067,0.053,0.013000000000000001,0.027000000000000003,2.827,49.2%,1.994,49.5%,0.64,78.7%,0.17300000000000001,65.0%,6.737,63.8%,0.11,32.0%,0.013000000000000001,0.19699999999999998,0.013000000000000001,0.013000000000000001,2.947,45.3%,1.9869999999999999,40.5%,0.526,67.8%,0.434,82.5%
Humberto Bandenay,5,38,39.6%,2,66.7%,1,0,0,0,37,39.4%,16,24.6%,11,68.8%,10,76.9%,223,49.7%,2,25.0%,1,2,0,0,197,46.9%,133,39.9%,43,70.5%,21,80.8%,7.6,39.6%,0.4,66.7%,0.2,0.0,0.0,0.2,7.4,39.4%,3.2,24.6%,2.2,68.8%,2.0,76.9%,44.6,49.7%,0.4,25.0%,0.2,0.4,0.0,0.0,39.4,46.9%,26.6,39.9%,8.6,70.5%,4.2,80.8%,11,3.455,39.6%,0.18,66.7%,0.091,0.0,0.0,0.091,3.364,39.4%,1.455,24.6%,1.0,68.8%,0.909,76.9%,20.273,49.7%,0.18,25.0%,0.091,0.182,0.0,0.0,17.909000000000002,46.9%,12.091,39.9%,3.909,70.5%,1.909,80.8%,46,0.826,39.6%,0.04,66.7%,0.022000000000000002,0.0,0.0,0.022000000000000002,0.804,39.4%,0.34700000000000003,24.6%,0.239,68.8%,0.217,76.9%,4.848,49.7%,0.04,25.0%,0.022000000000000002,0.043,0.0,0.0,4.283,46.9%,2.891,39.9%,0.935,70.5%,0.457,80.8%
Tae Hyun Bang,5,195,42.1%,2,33.3%,3,2,3,0,166,38.3%,141,37.7%,17,56.7%,8,66.7%,212,44.9%,14,42.4%,1,10,1,1,126,33.5%,76,27.8%,31,50.8%,19,67.9%,39.0,42.1%,0.4,33.3%,0.6,0.4,0.6,0.4,33.2,38.3%,28.2,37.7%,3.4,56.7%,1.6,66.7%,42.4,44.9%,2.8,42.4%,0.2,2.0,0.2,0.4,25.2,33.5%,15.2,27.8%,6.2,50.8%,3.8,67.9%,13,15.0,42.1%,0.15,33.3%,0.231,0.154,0.231,0.154,12.769,38.3%,10.845999999999998,37.7%,1.308,56.7%,0.615,66.7%,16.308,44.9%,1.08,42.4%,0.077,0.769,0.077,0.154,9.692,33.5%,5.846,27.8%,2.385,50.8%,1.462,67.9%,60,3.25,42.1%,0.03,33.3%,0.05,0.033,0.05,0.033,2.767,38.3%,2.313,37.7%,0.28300000000000003,56.7%,0.133,66.7%,3.475,44.9%,0.23,42.4%,0.016,0.16399999999999998,0.016,0.033,2.066,33.5%,1.246,27.8%,0.508,50.8%,0.311,67.9%
Renan Barao,16,1035,41.4%,22,44.0%,4,14,0,3,824,36.3%,497,29.1%,170,54.8%,157,72.4%,1097,47.4%,3,7.7%,3,3,0,0,844,41.4%,577,36.4%,157,66.8%,110,80.3%,64.688,41.4%,1.38,44.0%,0.25,0.875,0.0,0.313,51.5,36.3%,31.063000000000002,29.1%,10.625,54.8%,9.812999999999999,72.4%,68.563,47.4%,0.19,7.7%,0.188,0.188,0.0,0.125,52.75,41.4%,36.063,36.4%,9.812999999999999,66.8%,6.875,80.3%,46,22.5,41.4%,0.48,44.0%,0.087,0.304,0.0,0.109,17.913,36.3%,10.804,29.1%,3.696,54.8%,3.4130000000000003,72.4%,23.848000000000003,47.4%,0.07,7.7%,0.065,0.065,0.0,0.043,18.348,41.4%,12.543,36.4%,3.4130000000000003,66.8%,2.391,80.3%,214,4.836,41.4%,0.1,44.0%,0.019,0.065,0.0,0.023,3.85,36.3%,2.319,29.1%,0.794,54.8%,0.7340000000000001,72.4%,5.126,47.4%,0.01,7.7%,0.013999999999999999,0.013999999999999999,0.0,0.009000000000000001,3.944,41.4%,2.696,36.4%,0.7340000000000001,66.8%,0.514,80.3%
Bryan Barberena,11,710,60.1%,2,40.0%,5,1,0,1,435,49.4%,289,42.1%,55,69.6%,91,78.4%,453,54.1%,21,58.3%,0,16,0,0,348,48.5%,223,39.3%,85,77.3%,40,97.6%,64.545,60.1%,0.18,40.0%,0.455,0.091,0.0,0.182,39.545,49.4%,26.273000000000003,42.1%,5.0,69.6%,8.273,78.4%,41.181999999999995,54.1%,1.91,58.3%,0.0,1.455,0.0,0.364,31.636,48.5%,20.273,39.3%,7.727,77.3%,3.636,97.6%,23,30.87,60.1%,0.09,40.0%,0.217,0.043,0.0,0.087,18.913,49.4%,12.565,42.1%,2.391,69.6%,3.957,78.4%,19.695999999999998,54.1%,0.91,58.3%,0.0,0.696,0.0,0.174,15.13,48.5%,9.696,39.3%,3.696,77.3%,1.739,97.6%,104,6.827000000000001,60.1%,0.02,40.0%,0.048,0.01,0.0,0.019,4.183,49.4%,2.7689999999999997,42.1%,0.529,69.6%,0.875,78.4%,4.356,54.1%,0.2,58.3%,0.0,0.154,0.0,0.038,3.346,48.5%,2.144,39.3%,0.8170000000000001,77.3%,0.385,97.6%
Edson Barboza,20,941,43.5%,7,46.7%,10,2,0,1,909,42.8%,392,28.3%,260,64.2%,257,77.6%,1187,46.3%,15,20.0%,2,22,0,2,896,40.1%,684,37.1%,106,53.3%,106,77.9%,47.05,43.5%,0.35,46.7%,0.5,0.1,0.0,0.05,45.45,42.8%,19.6,28.3%,13.0,64.2%,12.85,77.6%,59.35,46.3%,0.75,20.0%,0.1,1.1,0.0,0.25,44.8,40.1%,34.2,37.1%,5.3,53.3%,5.3,77.9%,51,18.451,43.5%,0.14,46.7%,0.196,0.039,0.0,0.02,17.824,42.8%,7.686,28.3%,5.098,64.2%,5.039,77.6%,23.275,46.3%,0.29,20.0%,0.039,0.431,0.0,0.098,17.569000000000003,40.1%,13.412,37.1%,2.0780000000000003,53.3%,2.0780000000000003,77.9%,227,4.145,43.5%,0.03,46.7%,0.044000000000000004,0.009000000000000001,0.0,0.004,4.004,42.8%,1.722,28.3%,1.145,64.2%,1.1320000000000001,77.6%,5.206,46.3%,0.07,20.0%,0.009000000000000001,0.096,0.0,0.022000000000000002,3.93,40.1%,3.0,37.1%,0.465,53.3%,0.465,77.9%
Josh Barnett,10,643,70.9%,5,62.5%,1,16,1,2,392,61.5%,248,42.2%,116,89.2%,28,90.3%,330,58.2%,9,40.9%,1,12,1,1,220,49.4%,145,33.0%,42,82.4%,33,78.6%,64.3,70.9%,0.5,62.5%,0.1,1.6,0.1,0.5,39.2,61.5%,24.8,42.2%,11.6,89.2%,2.8,90.3%,33.0,58.2%,0.9,40.9%,0.1,1.2,0.1,0.2,22.0,49.4%,14.5,33.0%,4.2,82.4%,3.3,78.6%,21,30.619,70.9%,0.24,62.5%,0.048,0.762,0.048,0.23800000000000002,18.667,61.5%,11.81,42.2%,5.524,89.2%,1.3330000000000002,90.3%,15.714,58.2%,0.43,40.9%,0.048,0.5710000000000001,0.048,0.095,10.475999999999999,49.4%,6.905,33.0%,2.0,82.4%,1.571,78.6%,91,7.066,70.9%,0.05,62.5%,0.011000000000000001,0.17600000000000002,0.011000000000000001,0.055,4.308,61.5%,2.699,42.2%,1.275,89.2%,0.308,90.3%,3.5869999999999997,58.2%,0.1,40.9%,0.011000000000000001,0.13,0.011000000000000001,0.022000000000000002,2.391,49.4%,1.5759999999999998,33.0%,0.457,82.4%,0.359,78.6%
Enrique Barzola,7,614,54.6%,37,52.9%,0,10,0,0,317,43.6%,182,32.6%,60,70.6%,75,90.4%,370,38.7%,2,22.2%,0,3,1,0,287,33.6%,186,26.3%,48,59.3%,53,79.1%,87.714,54.6%,5.29,52.9%,0.0,1.429,0.0,0.28600000000000003,45.286,43.6%,26.0,32.6%,8.571,70.6%,10.714,90.4%,52.857,38.7%,0.29,22.2%,0.0,0.429,0.14300000000000002,0.0,41.0,33.6%,26.570999999999998,26.3%,6.857,59.3%,7.571000000000001,79.1%,21,29.238000000000003,54.6%,1.76,52.9%,0.0,0.47600000000000003,0.0,0.095,15.095,43.6%,8.667,32.6%,2.8569999999999998,70.6%,3.571,90.4%,17.619,38.7%,0.1,22.2%,0.0,0.14300000000000002,0.048,0.0,13.667,33.6%,8.857000000000001,26.3%,2.286,59.3%,2.524,79.1%,95,6.462999999999999,54.6%,0.39,52.9%,0.0,0.105,0.0,0.021,3.3369999999999997,43.6%,1.916,32.6%,0.632,70.6%,0.789,90.4%,3.895,38.7%,0.02,22.2%,0.0,0.032,0.011000000000000001,0.0,3.0210000000000004,33.6%,1.9580000000000002,26.3%,0.505,59.3%,0.5579999999999999,79.1%
Mirsad Bektic,6,507,67.8%,15,53.6%,2,25,0,1,180,50.7%,149,47.6%,22,75.9%,9,69.2%,163,61.3%,0,0.0%,1,0,2,0,80,45.5%,34,27.6%,33,86.8%,13,86.7%,84.5,67.8%,2.5,53.6%,0.33299999999999996,4.167,0.0,0.33299999999999996,30.0,50.7%,24.833000000000002,47.6%,3.667,75.9%,1.5,69.2%,27.166999999999998,61.3%,0.0,0.0%,0.16699999999999998,0.0,0.33299999999999996,0.5,13.333,45.5%,5.667000000000001,27.6%,5.5,86.8%,2.167,86.7%,13,39.0,67.8%,1.15,53.6%,0.154,1.923,0.0,0.154,13.845999999999998,50.7%,11.462,47.6%,1.692,75.9%,0.6920000000000001,69.2%,12.538,61.3%,0.0,0.0%,0.077,0.0,0.154,0.231,6.154,45.5%,2.615,27.6%,2.5380000000000003,86.8%,1.0,86.7%,55,9.218,67.8%,0.27,53.6%,0.036000000000000004,0.455,0.0,0.036000000000000004,3.273,50.7%,2.662,47.6%,0.4,75.9%,0.16399999999999998,69.2%,2.911,61.3%,0.0,0.0%,0.018000000000000002,0.0,0.036000000000000004,0.054000000000000006,1.429,45.5%,0.607,27.6%,0.589,86.8%,0.23199999999999998,86.7%
Vitor Belfort,26,375,53.2%,6,75.0%,11,10,1,2,287,47.3%,231,38.3%,34,70.8%,22,88.0%,794,63.5%,14,35.0%,6,18,1,1,501,53.6%,335,43.9%,52,65.0%,114,83.8%,14.423,53.2%,0.23,75.0%,0.423,0.385,0.038,0.308,11.038,47.3%,8.885,38.3%,1.308,70.8%,0.846,88.0%,30.538,63.5%,0.54,35.0%,0.231,0.6920000000000001,0.038,0.077,19.269000000000002,53.6%,12.885,43.9%,2.0,65.0%,4.385,83.8%,40,9.375,53.2%,0.15,75.0%,0.275,0.25,0.025,0.2,7.175,47.3%,5.775,38.3%,0.85,70.8%,0.55,88.0%,19.85,63.5%,0.35,35.0%,0.15,0.45,0.025,0.05,12.525,53.6%,8.375,43.9%,1.3,65.0%,2.85,83.8%,144,2.6039999999999996,53.2%,0.04,75.0%,0.076,0.069,0.006999999999999999,0.055999999999999994,1.993,47.3%,1.6,38.3%,0.23600000000000002,70.8%,0.153,88.0%,5.513999999999999,63.5%,0.1,35.0%,0.042,0.125,0.006999999999999999,0.013999999999999999,3.4789999999999996,53.6%,2.326,43.9%,0.361,65.0%,0.792,83.8%
