,Fighter,Date,Event,Class,Opponent,Method,Result,Last_Round,Round_Time
207,Andrei Arlovski,9/15/2018,UFC Fight Night: Hunt vs. Oleinik,Heavyweight,Shamil Abdurakhimov,Decision - Unanimous,Loss,R3,0:00
208,Andrei Arlovski,6/9/2018,UFC 225: Whittaker vs. Romero 2,Heavyweight,Tai Tuivasa,Decision - Unanimous,Loss,R3,0:00
209,Andrei Arlovski,3/3/2018,UFC 222: Cyborg vs. Kunitskaya,Heavyweight,Stefan Struve,Decision - Unanimous,Win,R3,0:00
210,Andrei Arlovski,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Heavyweight,Junior Albini,Decision - Unanimous,Win,R3,0:00
211,Andrei Arlovski,6/17/2017,UFC Fight Night: Holm vs. Correia,Heavyweight,Marcin Tybura,Decision - Unanimous,Loss,R3,0:00
212,Andrei Arlovski,1/28/2017,UFC Fight Night: Shevchenko vs. Pena,Heavyweight,Francis Ngannou,KO/TKO,Loss,R1,1:32
213,Andrei Arlovski,9/3/2016,UFC Fight Night: Arlovski vs. Barnett,Heavyweight,Josh Barnett,Submission,Loss,R3,2:53
214,Andrei Arlovski,5/8/2016,UFC Fight Night: Overeem vs Arlovski,Heavyweight,Alistair Overeem,KO/TKO,Loss,R2,1:12
215,Andrei Arlovski,1/2/2016,UFC 195: Lawler vs Condit,Heavyweight,Stipe Miocic,KO/TKO,Loss,R1,0:54
216,Andrei Arlovski,9/5/2015,UFC 191: Johnson vs Dodson 2,Heavyweight,Frank Mir,Decision - Unanimous,Win,R3,0:00
217,Andrei Arlovski,5/23/2015,UFC 187: Johnson vs Cormier,Heavyweight,Travis Browne,KO/TKO,Win,R1,4:41
218,Andrei Arlovski,9/13/2014,UFC Fight Night: Silva vs Arlovski,Heavyweight,Antonio Silva,KO/TKO,Win,R1,2:59
219,Andrei Arlovski,6/14/2014,UFC 174: Johnson vs. Bagautinov,Heavyweight,Brendan Schaub,Decision - Split,Win,R3,0:00
220,Andrei Arlovski,3/1/2008,UFC 82: Pride of a Champion,Heavyweight,Jake O'Brien,KO/TKO,Win,R2,4:17
221,Andrei Arlovski,4/21/2007,UFC 70: Nations Collide,Heavyweight,Fabricio Werdum,Decision - Unanimous,Win,R3,0:00
222,Andrei Arlovski,12/30/2006,UFC 66: Liddell vs. Ortiz 2,Heavyweight,Marcio Cruz,KO/TKO,Win,R1,3:15
223,Andrei Arlovski,7/8/2006,UFC 61: Bitter Rivals,Heavyweight,Tim Sylvia,Decision - Unanimous,Title Loss,R5,0:00
224,Andrei Arlovski,4/15/2006,UFC 59: Reality Check,Heavyweight,Tim Sylvia,KO/TKO,Title Loss,R1,2:43
225,Andrei Arlovski,10/7/2005,UFC 55: Fury,Heavyweight,Paul Buentello,KO/TKO,Title Win,R1,0:15
226,Andrei Arlovski,6/4/2005,UFC 53: Heavy Hitters,Heavyweight,Justin Eilers,KO/TKO,Title Win,R1,4:10
227,Andrei Arlovski,2/5/2005,UFC 51: Super Saturday,Heavyweight,Tim Sylvia,Submission,Title Win,R1,0:47
228,Andrei Arlovski,4/2/2004,UFC 47: It's On!,Heavyweight,Wesley Correira,KO/TKO,Win,R2,1:15
229,Andrei Arlovski,9/26/2003,UFC 44: Undisputed,Heavyweight,Vladimir Matyushenko,KO/TKO,Win,R1,1:59
230,Andrei Arlovski,11/22/2002,UFC 40: Vendetta,Heavyweight,Ian Freeman,KO/TKO,Win,R1,1:18
231,Andrei Arlovski,3/22/2002,UFC 36: Worlds Collide,Heavyweight,Pedro Rizzo,KO/TKO,Loss,R3,1:45
232,Andrei Arlovski,6/29/2001,UFC 32: Showdown in the Meadowlands,Heavyweight,Ricco Rodriguez,KO/TKO,Loss,R3,1:23
233,Andrei Arlovski,11/17/2000,UFC 28: High Stakes,Heavyweight,Aaron Brink,Submission,Win,R1,0:55
234,Thiago Alves,2/2/2019,UFC Fight Night: Assuncao vs. Moraes 2,Welterweight,Max Griffin,,,,
235,Thiago Alves,9/15/2018,UFC Fight Night: Hunt vs. Oleinik,Welterweight,Aleksei Kunchenko,Decision - Unanimous,Loss,R3,0:00
236,Thiago Alves,2/18/2018,UFC Fight Night: Cerrone vs. Medeiros,Welterweight,Curtis Millender,KO/TKO,Loss,R2,4:17
237,Thiago Alves,4/8/2017,UFC 210: Cormier vs. Johnson 2,Welterweight,Patrick Cote,Decision - Unanimous,Win,R3,0:00
238,Thiago Alves,11/12/2016,UFC 205: Alvarez vs McGregor,Catch Weight,Jim Miller,Decision - Unanimous,Loss,R3,0:00
239,Thiago Alves,5/30/2015,UFC Fight Night: Condit vs Alves,Welterweight,Carlos Condit,TKO - Doctor's Stoppage,Loss,R2,5:00
240,Thiago Alves,1/31/2015,UFC 183: Silva vs Diaz,Welterweight,Jordan Mein,KO/TKO,Win,R2,0:39
241,Thiago Alves,4/19/2014,UFC on Fox 11,Welterweight,Seth Baczynski,Decision - Unanimous,Win,R3,0:00
242,Thiago Alves,3/2/2012,UFC on FX 2,Welterweight,Martin Kampmann,Submission,Loss,R3,4:12
243,Thiago Alves,11/5/2011,UFC 138: Leben vs. Munoz,Welterweight,Papy Abedi,Submission,Win,R1,3:32
244,Thiago Alves,5/28/2011,UFC 130: Rampage vs. Hamill,Welterweight,Rick Story,Decision - Unanimous,Loss,R3,0:00
245,Thiago Alves,12/11/2010,UFC 124: St. Pierre vs. Koscheck 2,Welterweight,John Howard,Decision - Unanimous,Win,R3,0:00
246,Thiago Alves,8/7/2010,UFC 117: Silva vs. Sonnen,Welterweight,Jon Fitch,Decision - Unanimous,Loss,R3,0:00
247,Thiago Alves,7/11/2009,UFC 100,Welterweight,Georges St-Pierre,Decision - Unanimous,Title Loss,R5,0:00
248,Thiago Alves,10/25/2008,UFC 90: Silva vs. Cote,Welterweight,Josh Koscheck,Decision - Unanimous,Win,R3,0:00
249,Thiago Alves,6/7/2008,UFC 85: Bedlam,Welterweight,Matt Hughes,KO/TKO,Win,R2,1:02
250,Thiago Alves,4/2/2008,UFC Fight Night 13,Welterweight,Karo Parisyan,KO/TKO,Win,R2,0:24
251,Thiago Alves,11/17/2007,UFC 78: Validation,Welterweight,Chris Lytle,TKO - Doctor's Stoppage,Win,R2,5:00
252,Thiago Alves,9/19/2007,UFC Fight Night 11,Welterweight,Kuniyoshi Hironaka,KO/TKO,Win,R2,4:04
253,Thiago Alves,12/30/2006,UFC 66: Liddell vs. Ortiz 2,Welterweight,Tony DeSouza,KO/TKO,Win,R2,1:10
254,Thiago Alves,10/10/2006,UFC Fight Night - The Final Chapter,Welterweight,John Alessio,Decision - Unanimous,Win,R3,0:00
255,Thiago Alves,6/28/2006,UFC Fight Night 5,Welterweight,Jon Fitch,KO/TKO,Loss,R2,4:37
256,Thiago Alves,4/15/2006,UFC 59: Reality Check,Welterweight,Derrick Noble,KO/TKO,Win,R1,2:54
257,Thiago Alves,11/19/2005,UFC 56: Full Force,Welterweight,Ansar Chalangov,KO/TKO,Win,R1,2:25
258,Thiago Alves,10/3/2005,UFC Fight Night 2,Welterweight,Spencer Fisher,Submission,Loss,R2,4:43
259,Matt Brown,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Welterweight,Diego Sanchez,KO/TKO,Win,R1,3:44
260,Matt Brown,12/10/2016,UFC 206: Holloway vs. Pettis,Welterweight,Donald Cerrone,KO/TKO,Loss,R3,0:34
261,Matt Brown,7/30/2016,UFC 201: Lawler vs. Woodley,Welterweight,Jake Ellenberger,KO/TKO,Loss,R1,1:46
262,Matt Brown,5/14/2016,UFC 198: Werdum vs Miocic,Welterweight,Demian Maia,Submission,Loss,R3,4:31
263,Matt Brown,7/11/2015,UFC 189: Mendes vs McGregor,Welterweight,Tim Means,Submission,Win,R1,4:44
264,Matt Brown,3/14/2015,UFC 185: Pettis vs Dos Anjos,Welterweight,Johny Hendricks,Decision - Unanimous,Loss,R3,0:00
265,Matt Brown,7/26/2014,UFC on Fox 12,Welterweight,Robbie Lawler,Decision - Unanimous,Loss,R5,0:00
266,Matt Brown,5/10/2014,UFC Fight Night 40: Brown vs. Silva,Welterweight,Erick Silva,KO/TKO,Win,R3,2:11
267,Matt Brown,8/17/2013,UFC Fight Night 26: Shogun vs. Sonnen,Welterweight,Mike Pyle,KO/TKO,Win,R1,0:29
268,Matt Brown,4/20/2013,UFC on Fox 7,Welterweight,Jordan Mein,KO/TKO,Win,R2,1:00
269,Matt Brown,12/8/2012,UFC on Fox 5,Welterweight,Mike Swick,KO/TKO,Win,R2,2:31
270,Matt Brown,6/22/2012,UFC on FX 4,Welterweight,Luis Ramos,KO/TKO,Win,R2,4:20
271,Matt Brown,4/21/2012,UFC 145: Jones vs. Evans,Welterweight,Stephen Thompson,Decision - Unanimous,Win,R3,0:00
272,Matt Brown,2/4/2012,UFC 143: Diaz vs. Condit,Welterweight,Chris Cope,KO/TKO,Win,R2,1:19
273,Matt Brown,11/19/2011,UFC 139: Shogun vs. Henderson,Welterweight,Seth Baczynski,Submission,Loss,R2,0:42
274,Matt Brown,6/26/2011,UFC on Versus 4,Welterweight,John Howard,Decision - Unanimous,Win,R3,0:00
275,Matt Brown,11/20/2010,UFC 123: Rampage vs. Machida,Welterweight,Brian Foster,Submission,Loss,R2,2:11
276,Matt Brown,7/3/2010,UFC 116: Lesnar vs. Carwin,Welterweight,Chris Lytle,Submission,Loss,R2,2:02
277,Matt Brown,3/27/2010,UFC 111: St. Pierre vs. Hardy,Welterweight,Ricardo Almeida,Submission,Loss,R2,3:30
278,Matt Brown,11/14/2009,UFC 105: Couture vs. Vera,Welterweight,James Wilks,KO/TKO,Win,R3,2:27
279,Matt Brown,3/7/2009,UFC 96: Jackson vs. Jardine,Welterweight,Pete Sell,KO/TKO,Win,R1,1:32
280,Matt Brown,11/15/2008,UFC 91: Couture vs. Lesnar,Welterweight,Ryan Thomas,Submission,Win,R2,0:57
281,Matt Brown,9/6/2008,UFC 88: Breakthrough,Welterweight,Dong Hyun Kim,Decision - Split,Loss,R3,0:00
282,Matt Brown,6/21/2008,UFC - TUF 7 Finale,Welterweight,Matt Arroyo,KO/TKO,Win,R2,3:40
283,Frank Mir,3/19/2016,UFC Fight Night: Hunt vs Mir,Heavyweight,Mark Hunt,KO/TKO,Loss,R1,3:01
284,Frank Mir,9/5/2015,UFC 191: Johnson vs Dodson 2,Heavyweight,Andrei Arlovski,Decision - Unanimous,Loss,R3,0:00
285,Frank Mir,7/15/2015,UFC Fight Night: Mir vs Duffee,Heavyweight,Todd Duffee,KO/TKO,Win,R1,1:13
286,Frank Mir,2/22/2015,UFC Fight Night: Bigfoot vs Mir,Heavyweight,Antonio Silva,KO/TKO,Win,R1,1:40
287,Frank Mir,2/1/2014,UFC 169: Barao vs. Faber 2,Heavyweight,Alistair Overeem,Decision - Unanimous,Loss,R3,0:00
288,Frank Mir,8/31/2013,UFC 164: Henderson vs. Pettis 2,Heavyweight,Josh Barnett,KO/TKO,Loss,R1,1:56
289,Frank Mir,4/20/2013,UFC on Fox 7,Heavyweight,Daniel Cormier,Decision - Unanimous,Loss,R3,0:00
290,Frank Mir,5/26/2012,UFC 146: Dos Santos vs. Mir,Heavyweight,Junior Dos Santos,KO/TKO,Title Loss,R2,3:04
291,Frank Mir,12/10/2011,UFC 140: Jones vs. Machida,Heavyweight,Minotauro Nogueira,Submission,Win,R1,3:38
292,Frank Mir,5/28/2011,UFC 130: Rampage vs. Hamill,Heavyweight,Roy Nelson,Decision - Unanimous,Win,R3,0:00
293,Frank Mir,9/25/2010,UFC 119: Mir vs. Cro Cop,Heavyweight,Mirko Cro Cop,KO/TKO,Win,R3,4:02
294,Frank Mir,3/27/2010,UFC 111: St. Pierre vs. Hardy,Heavyweight,Shane Carwin,KO/TKO,Title Loss,R1,3:48
295,Frank Mir,12/12/2009,UFC 107: Penn vs. Sanchez,Heavyweight,Cheick Kongo,Submission,Win,R1,1:12
296,Frank Mir,7/11/2009,UFC 100,Heavyweight,Brock Lesnar,KO/TKO,Title Loss,R2,1:48
297,Frank Mir,12/27/2008,UFC 92: The Ultimate 2008,Heavyweight,Minotauro Nogueira,KO/TKO,Title Win,R2,1:54
298,Frank Mir,2/2/2008,UFC 81: Breaking Point,Heavyweight,Brock Lesnar,Submission,Win,R1,1:30
299,Frank Mir,8/25/2007,UFC 74: Respect,Heavyweight,Antoni Hardonk,Submission,Win,R1,1:17
300,Frank Mir,11/18/2006,UFC 65: Bad Intentions,Heavyweight,Brandon Vera,KO/TKO,Loss,R1,1:09
301,Frank Mir,7/8/2006,UFC 61: Bitter Rivals,Heavyweight,Dan Christison,Decision - Unanimous,Win,R3,0:00
302,Frank Mir,2/4/2006,UFC 57: Liddell vs. Couture 3,Heavyweight,Marcio Cruz,KO/TKO,Loss,R1,4:10
303,Frank Mir,6/19/2004,UFC 48: Payback,Heavyweight,Tim Sylvia,Submission,Title Win,R1,0:50
304,Frank Mir,1/31/2004,UFC 46: Supernatural,Heavyweight,Wes Sims,KO/TKO,Win,R2,4:21
305,Frank Mir,6/6/2003,UFC 43: Meltdown,Heavyweight,Wes Sims,DQ,Win,R1,2:55
306,Frank Mir,2/28/2003,UFC 41: Onslaught,Heavyweight,David Abbott,Submission,Win,R1,0:46
307,Frank Mir,7/13/2002,UFC 38: Brawl at the Hall,Heavyweight,Ian Freeman,KO/TKO,Loss,R1,4:35
308,Frank Mir,3/22/2002,UFC 36: Worlds Collide,Heavyweight,Pete Williams,Submission,Win,R1,0:46
309,Frank Mir,11/2/2001,UFC 34: High Voltage,Heavyweight,Roberto Traven,Submission,Win,R1,1:05
310,BJ Penn,12/29/2018,UFC 232: Jones vs. Gustafsson 2,Lightweight,Ryan Hall,,,,
311,BJ Penn,6/25/2017,UFC Fight Night: Chiesa vs. Lee,Featherweight,Dennis Siver,Decision - Majority,Loss,R3,0:00
312,BJ Penn,1/15/2017,UFC Fight Night: Rodriguez vs. Penn,Featherweight,Yair Rodriguez,KO/TKO,Loss,R2,0:24
313,BJ Penn,7/6/2014,TUF 19 Finale,Featherweight,Frankie Edgar,KO/TKO,Loss,R3,4:16
314,BJ Penn,12/8/2012,UFC on Fox 5,Welterweight,Rory MacDonald,Decision - Unanimous,Loss,R3,0:00
315,BJ Penn,10/29/2011,UFC 137: Penn vs. Diaz,Welterweight,Nick Diaz,Decision - Unanimous,Loss,R3,0:00
316,BJ Penn,2/26/2011,UFC 127: Penn vs. Fitch,Welterweight,Jon Fitch,Decision - Majority,Draw,R3,0:00
317,BJ Penn,11/20/2010,UFC 123: Rampage vs. Machida,Welterweight,Matt Hughes,KO/TKO,Win,R1,0:21
318,BJ Penn,8/28/2010,UFC 118: Edgar vs. Penn 2,Lightweight,Frankie Edgar,Decision - Unanimous,Title Loss,R5,0:00
319,BJ Penn,4/10/2010,UFC 112: Invincible,Lightweight,Frankie Edgar,Decision - Unanimous,Title Loss,R5,0:00
320,BJ Penn,12/12/2009,UFC 107: Penn vs. Sanchez,Lightweight,Diego Sanchez,TKO - Doctor's Stoppage,Title Win,R5,2:37
321,BJ Penn,8/8/2009,UFC 101: Declaration,Lightweight,Kenny Florian,Submission,Title Win,R4,3:54
322,BJ Penn,1/31/2009,UFC 94: St. Pierre vs. Penn 2,Welterweight,Georges St-Pierre,KO/TKO,Title Loss,R4,5:00
323,BJ Penn,5/24/2008,UFC 84: Ill Will,Lightweight,Sean Sherk,KO/TKO,Title Win,R3,5:00
324,BJ Penn,1/19/2008,UFC 80: Rapid Fire,Lightweight,Joe Stevenson,Submission,Title Win,R2,4:02
325,BJ Penn,6/23/2007,UFC - TUF 5 Finale,Lightweight,Jens Pulver,Submission,Win,R2,3:12
326,BJ Penn,9/23/2006,UFC 63: Hughes vs. Penn,Welterweight,Matt Hughes,KO/TKO,Title Loss,R3,3:53
327,BJ Penn,3/4/2006,UFC 58: USA vs. Canada,Welterweight,Georges St-Pierre,Decision - Split,Loss,R3,0:00
328,BJ Penn,1/31/2004,UFC 46: Supernatural,Welterweight,Matt Hughes,Submission,Title Win,R1,4:39
329,BJ Penn,2/28/2003,UFC 41: Onslaught,Lightweight,Caol Uno,Decision - Split,Draw,R5,0:00
330,BJ Penn,9/27/2002,UFC 39: The Warriors Return,Lightweight,Matt Serra,Decision - Unanimous,Win,R3,0:00
331,BJ Penn,5/10/2002,UFC 37: High Impact,Lightweight,Paul Creighton,KO/TKO,Win,R2,3:23
332,BJ Penn,1/11/2002,UFC 35: Throwdown,Lightweight,Jens Pulver,Decision - Majority,Title Loss,R5,0:00
333,BJ Penn,11/2/2001,UFC 34: High Voltage,Lightweight,Caol Uno,KO/TKO,Win,R1,0:11
334,BJ Penn,6/29/2001,UFC 32: Showdown in the Meadowlands,Lightweight,Din Thomas,KO/TKO,Win,R1,2:42
335,BJ Penn,5/4/2001,UFC 31: Locked and Loaded,Lightweight,Joey Gilbert,KO/TKO,Win,R1,4:57
336,Vitor Belfort,5/12/2018,UFC 224: Nunes vs. Pennington,Middleweight,Lyoto Machida,KO/TKO,Loss,R2,1:00
337,Vitor Belfort,6/3/2017,UFC 212: Aldo vs. Holloway,Middleweight,Nate Marquardt,Decision - Unanimous,Win,R3,0:00
338,Vitor Belfort,3/11/2017,UFC Fight Night: Belfort vs. Gastelum,Middleweight,Kelvin Gastelum,KO/TKO,Loss,R1,3:52
339,Vitor Belfort,10/8/2016,UFC 204: Bisping vs. Henderson,Middleweight,Gegard Mousasi,KO/TKO,Loss,R2,2:43
340,Vitor Belfort,5/14/2016,UFC 198: Werdum vs Miocic,Middleweight,Jacare Souza,KO/TKO,Loss,R1,4:38
341,Vitor Belfort,11/7/2015,UFC Fight Night: Belfort vs Henderson,Middleweight,Dan Henderson,KO/TKO,Win,R1,2:07
342,Vitor Belfort,5/23/2015,UFC 187: Johnson vs Cormier,Middleweight,Chris Weidman,KO/TKO,Title Loss,R1,2:53
343,Vitor Belfort,11/9/2013,UFC Fight Night 32: Belfort vs. Henderson,Light Heavyweight,Dan Henderson,KO/TKO,Win,R1,1:17
344,Vitor Belfort,5/18/2013,UFC on FX 8,Middleweight,Luke Rockhold,KO/TKO,Win,R1,2:32
345,Vitor Belfort,1/19/2013,UFC on FX 7,Middleweight,Michael Bisping,KO/TKO,Win,R2,1:27
346,Vitor Belfort,9/22/2012,UFC 152: Jones vs. Belfort,Light Heavyweight,Jon Jones,Submission,Title Loss,R4,0:54
347,Vitor Belfort,1/14/2012,UFC 142: Aldo vs. Mendes,Middleweight,Anthony Johnson,Submission,Win,R1,4:49
348,Vitor Belfort,8/6/2011,UFC 133: Evans vs. Ortiz 2,Middleweight,Yoshihiro Akiyama,KO/TKO,Win,R1,1:52
349,Vitor Belfort,2/5/2011,UFC 126: Silva vs. Belfort,Middleweight,Anderson Silva,KO/TKO,Title Loss,R1,3:25
350,Vitor Belfort,9/19/2009,UFC 103: Franklin vs. Belfort,Catch Weight,Rich Franklin,KO/TKO,Win,R1,3:02
351,Vitor Belfort,2/5/2005,UFC 51: Super Saturday,Light Heavyweight,Tito Ortiz,Decision - Split,Loss,R3,0:00
352,Vitor Belfort,8/21/2004,UFC 49: Unfinished Business,Light Heavyweight,Randy Couture,TKO - Doctor's Stoppage,Title Loss,R3,5:00
353,Vitor Belfort,1/31/2004,UFC 46: Supernatural,Light Heavyweight,Randy Couture,TKO - Doctor's Stoppage,Title Win,R1,0:49
354,Vitor Belfort,6/6/2003,UFC 43: Meltdown,Light Heavyweight,Marvin Eastman,KO/TKO,Win,R1,1:07
355,Vitor Belfort,6/22/2002,UFC 37.5: As Real As It Gets,Light Heavyweight,Chuck Liddell,Decision - Unanimous,Loss,R3,0:00
356,Vitor Belfort,10/16/1998,UFC - Ultimate Brazil,Middleweight,Wanderlei Silva,KO/TKO,Win,R1,0:44
357,Vitor Belfort,12/21/1997,UFC - Ultimate Japan,Heavyweight,Joe Charles,Submission,Win,R1,4:03
358,Vitor Belfort,10/17/1997,UFC 15: Collision Course,Heavyweight,Randy Couture,KO/TKO,Loss,R1,8:16
359,Vitor Belfort,5/30/1997,UFC 13: The Ultimate Force,Heavyweight,David Abbott,KO/TKO,Win,R1,0:52
360,Vitor Belfort,2/7/1997,UFC 12: Judgement Day,Heavyweight,Scott Ferrozzo,KO/TKO,Win,R1,0:43
361,Vitor Belfort,2/7/1997,UFC 12: Judgement Day,Heavyweight,Tra Telligman,KO/TKO,Win,R1,1:17
362,Vitor Belfort,2/7/1997,UFC 12: Judgement Day,Heavyweight,Scott Ferrozzo,KO/TKO,Win,R1,0:43
363,Vitor Belfort,2/7/1997,UFC 12: Judgement Day,Heavyweight,Tra Telligman,KO/TKO,Win,R1,1:17
364,Rafael Dos Anjos,11/30/2018,UFC - TUF 28 Finale,Welterweight,Kamaru Usman,Decision - Unanimous,Loss,R5,0:00
365,Rafael Dos Anjos,6/9/2018,UFC 225: Whittaker vs. Romero 2,Welterweight,Colby Covington,Decision - Unanimous,Title Loss,R5,0:00
366,Rafael Dos Anjos,12/16/2017,UFC Fight Night: Lawler vs. Dos Anjos,Welterweight,Robbie Lawler,Decision - Unanimous,Win,R5,0:00
367,Rafael Dos Anjos,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Welterweight,Neil Magny,Submission,Win,R1,3:43
368,Rafael Dos Anjos,6/17/2017,UFC Fight Night: Holm vs. Correia,Welterweight,Tarec Saffiedine,Decision - Unanimous,Win,R3,0:00
369,Rafael Dos Anjos,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Lightweight,Tony Ferguson,Decision - Unanimous,Loss,R5,0:00
370,Rafael Dos Anjos,7/7/2016,UFC Fight Night: Dos Anjos vs. Alvarez,Lightweight,Eddie Alvarez,KO/TKO,Title Loss,R1,3:49
371,Rafael Dos Anjos,12/19/2015,UFC on FOX: Dos Anjos vs. Cowboy 2,Lightweight,Donald Cerrone,KO/TKO,Title Win,R1,1:06
372,Rafael Dos Anjos,3/14/2015,UFC 185: Pettis vs Dos Anjos,Lightweight,Anthony Pettis,Decision - Unanimous,Title Win,R5,0:00
373,Rafael Dos Anjos,12/13/2014,UFC Fight Night: Dos Santos vs Miocic,Lightweight,Nate Diaz,Decision - Unanimous,Win,R3,0:00
374,Rafael Dos Anjos,8/23/2014,UFC Fight Night 49: Henderson vs. Dos Anjos,Lightweight,Benson Henderson,KO/TKO,Win,R1,2:31
375,Rafael Dos Anjos,6/7/2014,UFC Fight Night 42: Henderson vs. Khabilov,Lightweight,Jason High,KO/TKO,Win,R2,3:36
376,Rafael Dos Anjos,4/19/2014,UFC on Fox 11,Lightweight,Khabib Nurmagomedov,Decision - Unanimous,Loss,R3,0:00
377,Rafael Dos Anjos,8/28/2013,UFC Fight Night 27: Condit vs. Kampmann 2,Lightweight,Donald Cerrone,Decision - Unanimous,Win,R3,0:00
378,Rafael Dos Anjos,5/18/2013,UFC on FX 8,Lightweight,Evan Dunham,Decision - Unanimous,Win,R3,0:00
379,Rafael Dos Anjos,11/17/2012,UFC 154: St-Pierre vs. Condit,Lightweight,Mark Bocek,Decision - Unanimous,Win,R3,0:00
380,Rafael Dos Anjos,7/11/2012,UFC on FUEL TV 4,Lightweight,Anthony Njokuani,Decision - Unanimous,Win,R3,0:00
381,Rafael Dos Anjos,5/15/2012,UFC on FUEL TV 3,Lightweight,Kamal Shalorus,Submission,Win,R1,1:40
382,Rafael Dos Anjos,11/19/2011,UFC 139: Shogun vs. Henderson,Lightweight,Gleison Tibau,Decision - Split,Loss,R3,0:00
383,Rafael Dos Anjos,7/2/2011,UFC 132: Cruz vs. Faber,Lightweight,George Sotiropoulos,KO/TKO,Win,R1,0:59
384,Rafael Dos Anjos,8/7/2010,UFC 117: Silva vs. Sonnen,Lightweight,Clay Guida,Submission,Loss,R3,1:51
385,Rafael Dos Anjos,4/10/2010,UFC 112: Invincible,Lightweight,Terry Etim,Submission,Win,R2,4:30
386,Rafael Dos Anjos,1/11/2010,UFC Fight Night 20,Lightweight,Kyle Bradley,Decision - Unanimous,Win,R3,0:00
387,Rafael Dos Anjos,9/19/2009,UFC 103: Franklin vs. Belfort,Lightweight,Rob Emerson,Decision - Unanimous,Win,R3,0:00
388,Rafael Dos Anjos,4/1/2009,UFC Fight Night 18,Lightweight,Tyson Griffin,Decision - Unanimous,Loss,R3,0:00
389,Rafael Dos Anjos,11/15/2008,UFC 91: Couture vs. Lesnar,Lightweight,Jeremy Stephens,KO/TKO,Loss,R3,0:39
390,Frankie Edgar,4/21/2018,UFC Fight Night: Barboza vs. Lee,Featherweight,Cub Swanson,Decision - Unanimous,Win,R3,0:00
391,Frankie Edgar,3/3/2018,UFC 222: Cyborg vs. Kunitskaya,Featherweight,Brian Ortega,KO/TKO,Loss,R1,4:44
392,Frankie Edgar,5/13/2017,UFC 211: Miocic vs. Dos Santos,Featherweight,Yair Rodriguez,TKO - Doctor's Stoppage,Win,R2,5:00
393,Frankie Edgar,11/12/2016,UFC 205: Alvarez vs McGregor,Featherweight,Jeremy Stephens,Decision - Unanimous,Win,R3,0:00
394,Frankie Edgar,7/9/2016,UFC 200: Tate vs Nunes,Featherweight,Jose Aldo,Decision - Unanimous,Title Loss,R5,0:00
395,Frankie Edgar,12/11/2015,The Ultimate Fighter 22 Finale,Featherweight,Chad Mendes,KO/TKO,Win,R1,2:28
396,Frankie Edgar,5/16/2015,UFC Fight Night: Edgar vs Faber,Featherweight,Urijah Faber,Decision - Unanimous,Win,R5,0:00
397,Frankie Edgar,11/22/2014,UFC Fight Night: Edgar vs Swanson,Featherweight,Cub Swanson,Submission,Win,R5,4:56
398,Frankie Edgar,7/6/2014,TUF 19 Finale,Featherweight,BJ Penn,KO/TKO,Win,R3,4:16
399,Frankie Edgar,7/6/2013,UFC 162: Silva vs. Weidman,Featherweight,Charles Oliveira,Decision - Unanimous,Win,R3,0:00
400,Frankie Edgar,2/2/2013,UFC 156: Aldo vs. Edgar,Featherweight,Jose Aldo,Decision - Unanimous,Title Loss,R5,0:00
401,Frankie Edgar,8/11/2012,UFC 150: Henderson vs. Edgar 2,Lightweight,Benson Henderson,Decision - Split,Title Loss,R5,0:00
402,Frankie Edgar,2/25/2012,UFC 144: Edgar vs. Henderson,Lightweight,Benson Henderson,Decision - Unanimous,Title Loss,R5,0:00
403,Frankie Edgar,10/8/2011,UFC 136: Edgar vs. Maynard 3,Lightweight,Gray Maynard,KO/TKO,Title Win,R4,3:54
404,Frankie Edgar,1/1/2011,UFC 125: Resolution,Lightweight,Gray Maynard,Decision - Split,Draw,R5,0:00
405,Frankie Edgar,8/28/2010,UFC 118: Edgar vs. Penn 2,Lightweight,BJ Penn,Decision - Unanimous,Title Win,R5,0:00
406,Frankie Edgar,4/10/2010,UFC 112: Invincible,Lightweight,BJ Penn,Decision - Unanimous,Title Win,R5,0:00
407,Frankie Edgar,12/5/2009,UFC - TUF 10 Finale,Lightweight,Matt Veach,Submission,Win,R2,2:20
408,Frankie Edgar,5/23/2009,UFC 98: Evans vs. Machida,Lightweight,Sean Sherk,Decision - Unanimous,Win,R3,0:00
409,Frankie Edgar,7/19/2008,UFC Fight Night 14,Lightweight,Hermes Franca,Decision - Unanimous,Win,R3,0:00
410,Frankie Edgar,4/2/2008,UFC Fight Night 13,Lightweight,Gray Maynard,Decision - Unanimous,Loss,R3,0:00
411,Frankie Edgar,11/17/2007,UFC 78: Validation,Lightweight,Spencer Fisher,Decision - Unanimous,Win,R3,0:00
412,Frankie Edgar,7/7/2007,UFC 73: Stacked,Lightweight,Mark Bocek,KO/TKO,Win,R1,4:55
413,Frankie Edgar,2/3/2007,UFC 67: All or Nothing,Lightweight,Tyson Griffin,Decision - Unanimous,Win,R3,0:00
414,Clay Guida,6/9/2018,UFC 225: Whittaker vs. Romero 2,Lightweight,Charles Oliveira,Submission,Loss,R1,2:18
